origin_full,destination_full,miles,rate,rpm,deadhead_origin,deadhead_destination,weight,truck_type,pickup_date,delivery_date,broker_name,broker_contact
"Boise, ID","Pittsburgh, PA",1445,3887,2.69,171,50,16236,Step Deck,2026-05-20,2026-05-23,Uber Freight,844-822-8237
"Houston, TX","Fresno, CA",2528,9075,3.59,206,4,8961,Step Deck,2026-06-16,2026-06-18,XPO Logistics,800-755-2728
"Fort Worth, TX","Greensboro, NC",1787,5664,3.17,131,102,10103,Step Deck,2026-06-17,2026-06-19,XPO Logistics,800-755-2728
"Houston, TX","Spokane, WA",1026,3539,3.45,154,161,30485,Dry Van,2026-06-07,2026-06-10,Uber Freight,844-822-8237
"Columbus, OH","Birmingham, AL",2355,5557,2.36,173,81,14902,Reefer,2026-05-22,2026-05-24,C.H. Robinson,800-323-7587
"Seattle, WA","Irving, TX",1736,6284,3.62,81,29,32153,Step Deck,2026-06-04,2026-06-06,XPO Logistics,800-755-2728
"Spokane, WA","Memphis, TN",1528,2444,1.6,11,53,17909,Dry Van,2026-05-29,2026-06-02,Echo Global Logistics,800-354-7993
"Greensboro, NC","Cincinnati, OH",2463,7044,2.86,21,166,30477,Step Deck,2026-05-24,2026-05-26,Uber Freight,844-822-8237
"Kansas City, MO","Memphis, TN",1146,1994,1.74,179,9,23166,Reefer,2026-06-10,2026-06-13,RXO,800-866-0190
"Charlotte, NC","New York, NY",1709,3093,1.81,193,22,30405,Flatbed,2026-06-01,2026-06-06,Landstar,800-872-9400
"Springfield, IL","Tacoma, WA",1310,4611,3.52,127,37,33936,Flatbed,2026-06-04,2026-06-05,Landstar,800-872-9400
"Birmingham, AL","Philadelphia, PA",1371,4867,3.55,95,52,30132,Flatbed,2026-06-06,2026-06-10,Landstar,800-872-9400
"Reno, NV","Phoenix, AZ",2595,8615,3.32,152,110,10827,Step Deck,2026-05-28,2026-06-02,JB Hunt,800-452-4868
"Tampa, FL","Fargo, ND",2577,5257,2.04,105,61,32306,Reefer,2026-06-09,2026-06-11,RXO,800-866-0190
"Plano, TX","Boise, ID",1549,5452,3.52,56,3,19464,Step Deck,2026-05-21,2026-05-24,XPO Logistics,800-755-2728
"Little Rock, AR","San Antonio, TX",1230,4292,3.49,86,10,39853,Reefer,2026-06-04,2026-06-09,TQL,800-580-3101
"Los Angeles, CA","Buffalo, NY",855,2659,3.11,142,136,9084,Step Deck,2026-06-01,2026-06-06,Schneider,800-558-6767
"Tucson, AZ","Chicago, IL",2128,3936,1.85,125,36,39992,Step Deck,2026-05-19,2026-05-22,XPO Logistics,800-755-2728
"Spokane, WA","Pittsburgh, PA",745,1996,2.68,167,3,41049,Flatbed,2026-06-06,2026-06-10,JB Hunt,800-452-4868
"Indianapolis, IN","Savannah, GA",1181,3377,2.86,192,109,12381,Flatbed,2026-06-10,2026-06-11,Echo Global Logistics,800-354-7993
"Plano, TX","Springfield, IL",1109,2328,2.1,81,20,15004,Step Deck,2026-06-19,2026-06-19,RXO,800-866-0190
"Tucson, AZ","Rochester, NY",1059,1726,1.63,142,57,31310,Reefer,2026-06-07,2026-06-10,XPO Logistics,800-755-2728
"Oklahoma City, OK","Greensboro, NC",668,1569,2.35,117,6,20454,Dry Van,2026-06-15,2026-06-18,TQL,800-580-3101
"Los Angeles, CA","New Orleans, LA",547,2029,3.71,82,124,21792,Reefer,2026-05-24,2026-05-25,Uber Freight,844-822-8237
"Houston, TX","Rockford, IL",2117,6160,2.91,59,23,35079,Dry Van,2026-05-30,2026-06-01,Coyote Logistics,877-626-9683
"Oklahoma City, OK","Arlington, TX",1015,2090,2.06,45,87,34347,Flatbed,2026-06-18,2026-06-19,RXO,800-866-0190
"Miami, FL","Philadelphia, PA",929,2768,2.98,216,101,47524,Dry Van,2026-05-22,2026-05-26,Schneider,800-558-6767
"Tampa, FL","Boise, ID",1749,6418,3.67,42,94,10759,Dry Van,2026-06-12,2026-06-17,Landstar,800-872-9400
"Springfield, IL","Fort Wayne, IN",1479,4363,2.95,214,84,31921,Reefer,2026-05-29,2026-05-31,Echo Global Logistics,800-354-7993
"Grand Rapids, MI","Philadelphia, PA",2391,4638,1.94,159,69,20328,Step Deck,2026-06-17,2026-06-19,TQL,800-580-3101
"New Orleans, LA","San Antonio, TX",2286,8229,3.6,217,110,37215,Flatbed,2026-06-17,2026-06-18,Schneider,800-558-6767
"St Louis, MO","Savannah, GA",216,643,2.98,176,32,42297,Dry Van,2026-05-25,2026-05-26,Echo Global Logistics,800-354-7993
"Fort Lauderdale, FL","Memphis, TN",1109,2839,2.56,35,3,9163,Reefer,2026-05-24,2026-05-25,XPO Logistics,800-755-2728
"Orlando, FL","Charlotte, NC",763,1800,2.36,214,35,31070,Flatbed,2026-06-11,2026-06-15,Schneider,800-558-6767
"Plano, TX","Columbus, OH",2395,5771,2.41,204,103,42858,Step Deck,2026-05-20,2026-05-24,Echo Global Logistics,800-354-7993
"Salt Lake City, UT","Fresno, CA",438,692,1.58,159,0,15738,Dry Van,2026-05-21,2026-05-25,C.H. Robinson,800-323-7587
"New York, NY","Tacoma, WA",1437,3261,2.27,119,137,44087,Dry Van,2026-06-02,2026-06-07,TQL,800-580-3101
"Pittsburgh, PA","Chicago, IL",1897,3642,1.92,209,7,42394,Dry Van,2026-06-04,2026-06-05,Landstar,800-872-9400
"Cincinnati, OH","Sacramento, CA",768,2112,2.75,56,5,40716,Flatbed,2026-06-02,2026-06-06,JB Hunt,800-452-4868
"Jacksonville, FL","Salt Lake City, UT",897,2350,2.62,65,133,14014,Step Deck,2026-06-10,2026-06-12,Landstar,800-872-9400
"Arlington, TX","Tucson, AZ",2465,8060,3.27,3,26,30958,Flatbed,2026-05-30,2026-05-31,JB Hunt,800-452-4868
"Seattle, WA","Philadelphia, PA",1032,2745,2.66,168,147,15879,Reefer,2026-05-28,2026-05-31,TQL,800-580-3101
"Sacramento, CA","Amarillo, TX",729,1837,2.52,193,8,37733,Reefer,2026-05-30,2026-06-02,RXO,800-866-0190
"Austin, TX","Irving, TX",488,1224,2.51,83,12,8015,Dry Van,2026-06-08,2026-06-09,XPO Logistics,800-755-2728
"Jacksonville, FL","Denver, CO",1367,4087,2.99,101,39,12959,Step Deck,2026-06-12,2026-06-16,TQL,800-580-3101
"Raleigh, NC","Arlington, TX",1336,3767,2.82,112,150,18335,Step Deck,2026-05-30,2026-06-01,Echo Global Logistics,800-354-7993
"Arlington, TX","Spokane, WA",2581,5962,2.31,49,103,9537,Reefer,2026-06-17,2026-06-19,TQL,800-580-3101
"New York, NY","Memphis, TN",1317,3871,2.94,98,37,24011,Step Deck,2026-05-28,2026-06-01,Echo Global Logistics,800-354-7993
"Spokane, WA","Los Angeles, CA",1173,2346,2.0,83,55,14334,Reefer,2026-06-13,2026-06-15,Coyote Logistics,877-626-9683
"Fresno, CA","Jacksonville, FL",798,1572,1.97,182,83,13257,Flatbed,2026-05-26,2026-05-28,Coyote Logistics,877-626-9683
"Rochester, NY","Columbus, OH",1055,2679,2.54,35,115,12471,Flatbed,2026-06-10,2026-06-14,TQL,800-580-3101
"Grand Rapids, MI","New Orleans, LA",410,1406,3.43,20,107,29389,Flatbed,2026-06-07,2026-06-08,C.H. Robinson,800-323-7587
"Savannah, GA","Tucson, AZ",194,529,2.73,158,157,24259,Reefer,2026-06-06,2026-06-11,XPO Logistics,800-755-2728
"Nashville, TN","Atlanta, GA",830,2224,2.68,150,142,24586,Reefer,2026-06-12,2026-06-14,Landstar,800-872-9400
"Fresno, CA","Grand Rapids, MI",489,1398,2.86,62,125,45370,Step Deck,2026-06-06,2026-06-10,Coyote Logistics,877-626-9683
"San Jose, CA","Houston, TX",414,1449,3.5,20,110,12201,Flatbed,2026-06-06,2026-06-08,JB Hunt,800-452-4868
"Knoxville, TN","Tucson, AZ",747,1643,2.2,97,16,17864,Reefer,2026-06-02,2026-06-06,Landstar,800-872-9400
"Fort Wayne, IN","Cleveland, OH",1511,3732,2.47,42,161,26265,Step Deck,2026-06-06,2026-06-09,Uber Freight,844-822-8237
"Memphis, TN","San Antonio, TX",1647,5188,3.15,65,20,35052,Reefer,2026-05-19,2026-05-22,Echo Global Logistics,800-354-7993
"St Louis, MO","Tucson, AZ",2204,4011,1.82,115,45,17584,Step Deck,2026-06-07,2026-06-12,Uber Freight,844-822-8237
"Tacoma, WA","Dallas, TX",751,2245,2.99,175,52,19304,Dry Van,2026-05-29,2026-06-01,C.H. Robinson,800-323-7587
"Detroit, MI","Oklahoma City, OK",1249,4521,3.62,211,157,41109,Reefer,2026-05-19,2026-05-24,RXO,800-866-0190
"St Louis, MO","Fresno, CA",657,1149,1.75,194,112,40150,Flatbed,2026-05-23,2026-05-28,JB Hunt,800-452-4868
"Orlando, FL","Columbus, OH",2517,7626,3.03,201,9,15521,Flatbed,2026-05-20,2026-05-23,Schneider,800-558-6767
"Savannah, GA","Lubbock, TX",989,2571,2.6,220,128,17593,Step Deck,2026-06-04,2026-06-08,Echo Global Logistics,800-354-7993
"Salt Lake City, UT","Irving, TX",1401,5211,3.72,35,116,10186,Reefer,2026-06-10,2026-06-11,RXO,800-866-0190
"Detroit, MI","Cincinnati, OH",1836,4700,2.56,193,113,29299,Step Deck,2026-06-08,2026-06-10,Echo Global Logistics,800-354-7993
"Miami, FL","Boise, ID",588,917,1.56,53,61,20264,Flatbed,2026-06-12,2026-06-16,Landstar,800-872-9400
"Austin, TX","Philadelphia, PA",823,3036,3.69,191,66,8771,Flatbed,2026-05-30,2026-06-02,TQL,800-580-3101
"Irving, TX","Atlanta, GA",1358,3001,2.21,160,55,12069,Dry Van,2026-05-24,2026-05-29,C.H. Robinson,800-323-7587
"Austin, TX","Seattle, WA",212,496,2.34,72,3,26025,Dry Van,2026-05-20,2026-05-23,Echo Global Logistics,800-354-7993
"Miami, FL","Detroit, MI",1798,4261,2.37,190,6,10416,Reefer,2026-05-22,2026-05-23,C.H. Robinson,800-323-7587
"Buffalo, NY","Springfield, IL",2275,7666,3.37,33,5,20063,Step Deck,2026-06-15,2026-06-17,Landstar,800-872-9400
"Fort Lauderdale, FL","Detroit, MI",1243,3480,2.8,153,127,44481,Step Deck,2026-05-29,2026-05-30,Uber Freight,844-822-8237
"Lubbock, TX","Tampa, FL",1230,4452,3.62,173,34,19939,Flatbed,2026-05-23,2026-05-27,TQL,800-580-3101
"Jacksonville, FL","Atlanta, GA",2351,5360,2.28,77,84,32181,Reefer,2026-06-09,2026-06-10,RXO,800-866-0190
"Cleveland, OH","Oklahoma City, OK",518,1512,2.92,28,28,38176,Step Deck,2026-06-01,2026-06-05,Coyote Logistics,877-626-9683
"Tacoma, WA","Amarillo, TX",2166,5544,2.56,154,55,45291,Step Deck,2026-06-07,2026-06-11,Landstar,800-872-9400
"Pittsburgh, PA","Knoxville, TN",1639,2704,1.65,123,108,11649,Dry Van,2026-05-26,2026-05-31,C.H. Robinson,800-323-7587
"Reno, NV","Cleveland, OH",1010,2090,2.07,200,26,26243,Reefer,2026-06-09,2026-06-12,TQL,800-580-3101
"Philadelphia, PA","Cincinnati, OH",1628,5209,3.2,153,11,22388,Step Deck,2026-05-27,2026-05-29,C.H. Robinson,800-323-7587
"New York, NY","Charlotte, NC",1667,4284,2.57,75,14,8419,Flatbed,2026-05-29,2026-06-02,JB Hunt,800-452-4868
"Plano, TX","Fargo, ND",330,1178,3.57,4,46,36612,Reefer,2026-06-18,2026-06-19,Coyote Logistics,877-626-9683
"Rockford, IL","Fargo, ND",1118,3253,2.91,216,72,31392,Step Deck,2026-06-18,2026-06-19,XPO Logistics,800-755-2728
"Cleveland, OH","Orlando, FL",1237,2783,2.25,32,55,41341,Reefer,2026-06-05,2026-06-06,C.H. Robinson,800-323-7587
"Pittsburgh, PA","Dallas, TX",2213,8188,3.7,171,50,21740,Reefer,2026-06-02,2026-06-06,RXO,800-866-0190
"Sacramento, CA","Fort Wayne, IN",1355,3048,2.25,31,25,41520,Reefer,2026-05-29,2026-06-03,C.H. Robinson,800-323-7587
"Indianapolis, IN","Amarillo, TX",2584,9690,3.75,197,36,41538,Reefer,2026-05-31,2026-06-02,XPO Logistics,800-755-2728
"Amarillo, TX","San Diego, CA",2596,7839,3.02,86,111,18321,Step Deck,2026-05-26,2026-05-27,Coyote Logistics,877-626-9683
"Jacksonville, FL","Fort Wayne, IN",2000,7040,3.52,136,143,34875,Reefer,2026-06-15,2026-06-18,C.H. Robinson,800-323-7587
"Seattle, WA","New Orleans, LA",1320,2732,2.07,198,21,21518,Step Deck,2026-06-12,2026-06-13,Schneider,800-558-6767
"Arlington, TX","Tacoma, WA",430,1057,2.46,121,129,34147,Flatbed,2026-05-20,2026-05-22,RXO,800-866-0190
"New York, NY","Sacramento, CA",244,780,3.2,121,96,21128,Step Deck,2026-06-11,2026-06-16,Schneider,800-558-6767
"Columbus, OH","Charlotte, NC",1860,4854,2.61,88,154,32183,Flatbed,2026-06-09,2026-06-11,XPO Logistics,800-755-2728
"Rockford, IL","Fresno, CA",1293,3284,2.54,39,69,11486,Dry Van,2026-06-04,2026-06-05,Echo Global Logistics,800-354-7993
"Los Angeles, CA","Chicago, IL",438,1095,2.5,209,63,23804,Dry Van,2026-05-29,2026-06-02,TQL,800-580-3101
"Little Rock, AR","Miami, FL",1931,5117,2.65,201,168,44060,Reefer,2026-06-16,2026-06-19,XPO Logistics,800-755-2728
"New York, NY","Fort Wayne, IN",701,1920,2.74,13,55,22166,Dry Van,2026-06-10,2026-06-14,Echo Global Logistics,800-354-7993
"Indianapolis, IN","Cleveland, OH",2257,6071,2.69,183,110,31094,Reefer,2026-06-09,2026-06-10,XPO Logistics,800-755-2728
"Las Vegas, NV","San Jose, CA",1956,7276,3.72,91,50,40672,Reefer,2026-06-11,2026-06-13,Echo Global Logistics,800-354-7993
"Jacksonville, FL","Tampa, FL",1370,3986,2.91,144,9,29089,Dry Van,2026-06-07,2026-06-11,XPO Logistics,800-755-2728
"Plano, TX","Sacramento, CA",1609,5357,3.33,44,130,15739,Reefer,2026-06-17,2026-06-19,C.H. Robinson,800-323-7587
"Fort Worth, TX","Dallas, TX",2089,7436,3.56,166,147,9952,Step Deck,2026-05-31,2026-06-02,Uber Freight,844-822-8237
"Reno, NV","Phoenix, AZ",1906,3049,1.6,151,155,27804,Flatbed,2026-06-16,2026-06-19,RXO,800-866-0190
"Tacoma, WA","Lubbock, TX",2413,7987,3.31,43,33,46994,Reefer,2026-06-13,2026-06-18,C.H. Robinson,800-323-7587
"Austin, TX","Chicago, IL",2080,3972,1.91,102,143,37403,Dry Van,2026-06-07,2026-06-08,Landstar,800-872-9400
"Charlotte, NC","Tacoma, WA",2572,6275,2.44,163,29,39397,Step Deck,2026-06-03,2026-06-06,XPO Logistics,800-755-2728
"Tacoma, WA","Atlanta, GA",947,1837,1.94,67,157,19101,Dry Van,2026-06-10,2026-06-13,TQL,800-580-3101
"Oklahoma City, OK","Tacoma, WA",1712,6043,3.53,145,110,40467,Dry Van,2026-06-09,2026-06-10,C.H. Robinson,800-323-7587
"New York, NY","Fargo, ND",2544,4401,1.73,90,153,17167,Flatbed,2026-06-16,2026-06-17,Landstar,800-872-9400
"Rochester, NY","Oklahoma City, OK",940,2726,2.9,9,16,14728,Flatbed,2026-06-14,2026-06-17,XPO Logistics,800-755-2728
"Detroit, MI","Cleveland, OH",1445,3020,2.09,217,97,28809,Dry Van,2026-06-19,2026-06-19,RXO,800-866-0190
"Amarillo, TX","Philadelphia, PA",527,1696,3.22,207,125,36516,Dry Van,2026-06-06,2026-06-09,Coyote Logistics,877-626-9683
"Columbus, OH","Springfield, IL",966,1738,1.8,31,9,14916,Dry Van,2026-06-19,2026-06-19,Coyote Logistics,877-626-9683
"Fort Wayne, IN","Fort Worth, TX",873,2173,2.49,176,147,12426,Dry Van,2026-05-30,2026-05-31,Echo Global Logistics,800-354-7993
"Los Angeles, CA","Plano, TX",721,1261,1.75,117,131,46194,Reefer,2026-06-16,2026-06-19,JB Hunt,800-452-4868
"Tacoma, WA","Oklahoma City, OK",1926,6086,3.16,133,142,34444,Reefer,2026-06-18,2026-06-19,Echo Global Logistics,800-354-7993
"Los Angeles, CA","Sacramento, CA",2201,6889,3.13,14,106,31890,Step Deck,2026-05-29,2026-06-02,TQL,800-580-3101
"Plano, TX","Phoenix, AZ",581,1266,2.18,112,82,29330,Step Deck,2026-06-05,2026-06-06,Schneider,800-558-6767
"Las Vegas, NV","Los Angeles, CA",1775,4650,2.62,4,139,22284,Step Deck,2026-06-10,2026-06-14,Schneider,800-558-6767
"Fort Lauderdale, FL","Charlotte, NC",2318,7858,3.39,196,160,9542,Step Deck,2026-05-22,2026-05-27,TQL,800-580-3101
"Springfield, IL","Fresno, CA",1357,5048,3.72,178,21,41414,Step Deck,2026-06-03,2026-06-07,TQL,800-580-3101
"Seattle, WA","Fargo, ND",1629,4463,2.74,136,136,13064,Dry Van,2026-06-16,2026-06-19,Landstar,800-872-9400
"Austin, TX","Cleveland, OH",1797,5642,3.14,72,106,41665,Dry Van,2026-06-03,2026-06-06,JB Hunt,800-452-4868
"Nashville, TN","Miami, FL",1409,4241,3.01,57,159,44735,Step Deck,2026-05-24,2026-05-25,XPO Logistics,800-755-2728
"Kansas City, MO","Las Vegas, NV",1735,3591,2.07,178,93,22762,Reefer,2026-06-01,2026-06-05,Echo Global Logistics,800-354-7993
"San Antonio, TX","St Louis, MO",262,453,1.73,143,11,17882,Reefer,2026-05-23,2026-05-27,JB Hunt,800-452-4868
"Cincinnati, OH","San Antonio, TX",2555,7486,2.93,92,144,23116,Dry Van,2026-06-10,2026-06-11,Landstar,800-872-9400
"Fort Lauderdale, FL","Charlotte, NC",1420,2414,1.7,97,131,37960,Dry Van,2026-06-08,2026-06-11,Echo Global Logistics,800-354-7993
"Memphis, TN","San Jose, CA",470,860,1.83,203,130,8618,Dry Van,2026-06-06,2026-06-09,Schneider,800-558-6767
"Tucson, AZ","Kansas City, MO",409,1214,2.97,181,100,46119,Flatbed,2026-06-02,2026-06-05,Schneider,800-558-6767
"Amarillo, TX","Springfield, IL",1235,2185,1.77,51,126,27393,Flatbed,2026-06-08,2026-06-13,C.H. Robinson,800-323-7587
"Grand Rapids, MI","Rockford, IL",735,2256,3.07,126,87,20687,Reefer,2026-05-25,2026-05-27,JB Hunt,800-452-4868
"Irving, TX","Rochester, NY",328,961,2.93,140,65,24308,Step Deck,2026-05-21,2026-05-22,Uber Freight,844-822-8237
"Fort Lauderdale, FL","San Antonio, TX",978,3540,3.62,132,111,12387,Step Deck,2026-06-17,2026-06-19,Schneider,800-558-6767
"Nashville, TN","Los Angeles, CA",1793,5145,2.87,45,15,28960,Flatbed,2026-05-20,2026-05-24,XPO Logistics,800-755-2728
"Springfield, IL","Orlando, FL",462,1122,2.43,120,24,10109,Flatbed,2026-06-17,2026-06-19,XPO Logistics,800-755-2728
"Tampa, FL","Reno, NV",2182,4364,2.0,186,159,31601,Flatbed,2026-06-13,2026-06-15,Coyote Logistics,877-626-9683
"Amarillo, TX","Tucson, AZ",1660,5162,3.11,3,109,10914,Step Deck,2026-05-26,2026-05-28,TQL,800-580-3101
"Reno, NV","Orlando, FL",2179,6493,2.98,112,126,43303,Flatbed,2026-06-09,2026-06-12,Landstar,800-872-9400
"Chicago, IL","Miami, FL",536,1248,2.33,187,37,25395,Step Deck,2026-05-26,2026-05-31,Landstar,800-872-9400
"Birmingham, AL","Houston, TX",288,748,2.6,53,49,44530,Step Deck,2026-05-29,2026-05-31,Landstar,800-872-9400
"Atlanta, GA","Memphis, TN",2453,5077,2.07,169,2,16663,Flatbed,2026-06-15,2026-06-18,Landstar,800-872-9400
"Fort Wayne, IN","San Diego, CA",1410,4949,3.51,154,73,41018,Dry Van,2026-06-07,2026-06-10,Echo Global Logistics,800-354-7993
"Nashville, TN","Little Rock, AR",1770,2832,1.6,129,135,23590,Dry Van,2026-06-03,2026-06-07,XPO Logistics,800-755-2728
"Phoenix, AZ","San Antonio, TX",1355,2398,1.77,166,131,23292,Flatbed,2026-05-26,2026-05-27,Landstar,800-872-9400
"Plano, TX","Tacoma, WA",223,664,2.98,68,100,18486,Flatbed,2026-06-12,2026-06-13,TQL,800-580-3101
"Tampa, FL","Cleveland, OH",203,483,2.38,10,22,29446,Flatbed,2026-06-19,2026-06-19,XPO Logistics,800-755-2728
"Oklahoma City, OK","Buffalo, NY",1653,2925,1.77,127,170,47219,Reefer,2026-05-26,2026-05-31,XPO Logistics,800-755-2728
"Raleigh, NC","Indianapolis, IN",1380,2221,1.61,148,103,21574,Flatbed,2026-06-04,2026-06-07,Coyote Logistics,877-626-9683
"Chicago, IL","Las Vegas, NV",2271,6949,3.06,131,72,10831,Reefer,2026-06-03,2026-06-08,Landstar,800-872-9400
"Denver, CO","Salt Lake City, UT",279,622,2.23,15,100,24856,Dry Van,2026-06-05,2026-06-08,Schneider,800-558-6767
"Jacksonville, FL","New York, NY",2394,8570,3.58,95,144,10341,Reefer,2026-05-27,2026-05-31,Echo Global Logistics,800-354-7993
"Cleveland, OH","Reno, NV",1617,3282,2.03,118,98,13349,Dry Van,2026-05-22,2026-05-27,XPO Logistics,800-755-2728
"Raleigh, NC","Oklahoma City, OK",1840,3385,1.84,26,81,35611,Step Deck,2026-06-18,2026-06-19,Coyote Logistics,877-626-9683
"Seattle, WA","Memphis, TN",1468,3097,2.11,24,134,43843,Flatbed,2026-06-16,2026-06-18,JB Hunt,800-452-4868
"Little Rock, AR","Atlanta, GA",1897,6487,3.42,180,29,40901,Step Deck,2026-06-16,2026-06-19,Echo Global Logistics,800-354-7993
"Denver, CO","Rochester, NY",329,766,2.33,158,47,47270,Reefer,2026-06-12,2026-06-17,Echo Global Logistics,800-354-7993
"Charlotte, NC","Arlington, TX",1698,6095,3.59,43,50,33095,Reefer,2026-06-09,2026-06-10,C.H. Robinson,800-323-7587
"Detroit, MI","Charlotte, NC",1633,4833,2.96,162,152,14004,Dry Van,2026-06-12,2026-06-13,Echo Global Logistics,800-354-7993
"Phoenix, AZ","Knoxville, TN",731,1973,2.7,124,36,30891,Reefer,2026-05-26,2026-05-31,Schneider,800-558-6767
"San Diego, CA","Amarillo, TX",1742,5957,3.42,18,131,19165,Dry Van,2026-05-30,2026-06-03,Uber Freight,844-822-8237
"Fort Wayne, IN","Amarillo, TX",371,790,2.13,151,23,23234,Dry Van,2026-06-15,2026-06-19,C.H. Robinson,800-323-7587
"Jacksonville, FL","Tampa, FL",1759,4555,2.59,75,128,8834,Step Deck,2026-06-14,2026-06-17,Uber Freight,844-822-8237
"Cleveland, OH","Kansas City, MO",227,372,1.64,27,60,10055,Reefer,2026-06-07,2026-06-11,RXO,800-866-0190
"Raleigh, NC","Fort Lauderdale, FL",262,558,2.13,123,78,33969,Reefer,2026-05-31,2026-06-01,RXO,800-866-0190
"Reno, NV","Salt Lake City, UT",1823,6289,3.45,113,77,30079,Step Deck,2026-06-17,2026-06-18,Uber Freight,844-822-8237
"Greensboro, NC","San Antonio, TX",384,1401,3.65,20,93,18772,Dry Van,2026-05-20,2026-05-23,Echo Global Logistics,800-354-7993
"San Antonio, TX","Columbus, OH",1057,3075,2.91,81,95,13293,Flatbed,2026-05-21,2026-05-23,JB Hunt,800-452-4868
"Los Angeles, CA","Fort Worth, TX",329,664,2.02,145,79,41229,Step Deck,2026-05-19,2026-05-21,TQL,800-580-3101
"Las Vegas, NV","Austin, TX",2574,4272,1.66,125,93,43272,Dry Van,2026-06-10,2026-06-12,Schneider,800-558-6767
"Charlotte, NC","Birmingham, AL",858,1724,2.01,81,156,15678,Step Deck,2026-06-15,2026-06-16,RXO,800-866-0190
"Tampa, FL","Fargo, ND",1207,4308,3.57,27,49,33587,Step Deck,2026-06-19,2026-06-19,Coyote Logistics,877-626-9683
"Detroit, MI","Columbus, OH",633,1278,2.02,109,75,8702,Dry Van,2026-05-26,2026-05-27,Schneider,800-558-6767
"Grand Rapids, MI","Jacksonville, FL",2090,7085,3.39,152,97,22622,Dry Van,2026-05-30,2026-06-04,Landstar,800-872-9400
"Kansas City, MO","Seattle, WA",1325,4796,3.62,31,147,14449,Flatbed,2026-06-12,2026-06-14,C.H. Robinson,800-323-7587
"Tampa, FL","Dallas, TX",1935,6714,3.47,103,100,34430,Dry Van,2026-05-29,2026-06-03,Echo Global Logistics,800-354-7993
"Savannah, GA","Houston, TX",2213,3850,1.74,92,90,30095,Reefer,2026-06-11,2026-06-13,Echo Global Logistics,800-354-7993
"Rochester, NY","San Diego, CA",1374,4960,3.61,149,157,38279,Step Deck,2026-05-21,2026-05-25,Coyote Logistics,877-626-9683
"Las Vegas, NV","Fort Wayne, IN",410,1328,3.24,158,84,31138,Flatbed,2026-05-31,2026-06-02,Uber Freight,844-822-8237
"Oklahoma City, OK","New Orleans, LA",1252,4069,3.25,119,141,25355,Reefer,2026-06-16,2026-06-18,Uber Freight,844-822-8237
"Raleigh, NC","Grand Rapids, MI",1643,4994,3.04,86,127,15709,Step Deck,2026-06-14,2026-06-16,TQL,800-580-3101
"Plano, TX","New York, NY",1541,4792,3.11,94,170,41905,Reefer,2026-06-12,2026-06-16,Landstar,800-872-9400
"Kansas City, MO","Rockford, IL",498,1613,3.24,214,119,42766,Dry Van,2026-05-28,2026-05-31,Uber Freight,844-822-8237
"New Orleans, LA","Detroit, MI",1726,3365,1.95,130,109,31794,Reefer,2026-06-11,2026-06-15,Schneider,800-558-6767
"Memphis, TN","Atlanta, GA",1996,6686,3.35,216,151,23490,Dry Van,2026-06-19,2026-06-19,JB Hunt,800-452-4868
"Atlanta, GA","Dallas, TX",1621,5170,3.19,56,102,12393,Step Deck,2026-05-31,2026-06-03,JB Hunt,800-452-4868
"Memphis, TN","Los Angeles, CA",760,2021,2.66,71,163,21337,Step Deck,2026-05-22,2026-05-25,Schneider,800-558-6767
"Dallas, TX","New Orleans, LA",2405,8249,3.43,45,162,22395,Dry Van,2026-06-16,2026-06-17,Landstar,800-872-9400
"Houston, TX","Fresno, CA",1664,5757,3.46,67,25,17340,Dry Van,2026-06-07,2026-06-10,RXO,800-866-0190
"Plano, TX","Pittsburgh, PA",2233,4332,1.94,172,62,31982,Reefer,2026-05-31,2026-06-02,Schneider,800-558-6767
"Memphis, TN","Chicago, IL",1853,3983,2.15,112,169,20661,Step Deck,2026-06-04,2026-06-09,C.H. Robinson,800-323-7587
"Tacoma, WA","Little Rock, AR",1859,3030,1.63,188,39,27022,Flatbed,2026-05-28,2026-06-01,Coyote Logistics,877-626-9683
"Fort Wayne, IN","San Jose, CA",280,814,2.91,99,51,23550,Dry Van,2026-06-09,2026-06-10,Schneider,800-558-6767
